index,Median household income_value,Social associations_value,Access to exercise opportunities_value,Limited access to healthy foods_value,Long commute – driving alone_value,Rural_value,not proficient in English_value
"Conejos,CO",34390.0,6.1500615006,0.2211724806,0.0270942594,0.305,1.0,0.0370467339
"Costilla,CO",27211.0,5.5803571429,0.5136208854,0.49231556909999996,0.276,1.0,0.0665298945
"Crowley,CO",35873.0,7.1916576771,0.3312725399,0.048635992,0.353,1.0,0.0321555431
"Custer,CO",52021.0,29.246344206999996,0.9480611045999999,0.06599008940000001,0.36200000000000004,1.0,0.009683514399999999
"Delta,CO",41798.0,14.343373695,0.7350736623999999,0.0345350235,0.272,0.6317200827,0.0167416553
"Denver,CO",61038.0,10.665963416,0.9982604581,0.0452930468,0.353,0.0,0.0643436096
"Dolores,CO",46791.0,5.055611729,0.2781007752,0.48664563,0.376,1.0,0.0
"Douglas,CO",112399.0,5.8625192703,0.933438425,0.0174553621,0.418,0.1028742578,0.0076866876
"Eagle,CO",79556.0,9.1409383453,0.9785619862999999,0.0415791625,0.249,0.19983907120000002,0.06505965820000001
"Elbert,CO",86693.0,7.277137659199999,0.5005197954999999,0.0745831492,0.722,1.0,0.0067927772999999995
"El Paso,CO",63610.0,8.717943395599999,0.8963605420999999,0.0837689606,0.254,0.089343252,0.0165540808
"Fremont,CO",46372.0,10.494303093,0.6602383393,0.1137333852,0.23,0.2642021186,0.015671823999999997
"Garfield,CO",69161.0,9.811515621,0.8842150065000001,0.047396229000000005,0.40399999999999997,0.2410399191,0.0507994826
"Gilpin,CO",65472.0,5.1475634866,0.9470685536,0.0,0.605,1.0,0.0029503965000000003
"Grand,CO",63875.0,16.421484776,0.8342653101999999,0.0030012047999999998,0.292,0.8259785758,0.010562621299999998
"Gunnison,CO",53753.0,18.049418062,0.9621508744,0.0389661146,0.217,0.5860741321,0.0119819939
"Hinsdale,CO",51717.0,51.679586563,0.4163701068,0.0328537533,0.122,1.0,0.0
"Huerfano,CO",34626.0,13.863216265999998,0.7475786023000001,0.1266401686,0.18899999999999997,0.5614662494,0.0015603058
"Jackson,CO",46671.0,14.749262537,0.8715925395,0.0805657558,0.325,1.0,0.0144810941
"Jefferson,CO",74342.0,7.5858849492,0.9920754737999999,0.0403546456,0.418,0.068963582,0.014868658600000001
"Kiowa,CO",43951.0,28.109627547,0.5693848355,0.42529023479999994,0.20600000000000002,1.0,0.0036954915
"Kit Carson,CO",48272.0,16.756896107,0.19927448609999998,0.0451012113,0.102,0.4869407497,0.0478175896
"Lake,CO",49064.0,13.36005344,0.9801641587000001,0.0788414443,0.335,0.3106703146,0.042773073099999996
"La Plata,CO",58499.0,10.422761849,0.8275801613,0.0439271392,0.256,0.599485721,0.0069938267000000005
"Larimer,CO",66561.0,9.0234038918,0.9392784434,0.046515168499999995,0.26,0.11660381140000001,0.008990641899999999
"Las Animas,CO",38224.0,14.93811353,0.7458567099,0.1541721668,0.196,0.4079447991,0.0128815048
"Lincoln,CO",42969.0,14.396256973,0.0567038595,0.0952225261,0.195,1.0,0.0353370463
"Logan,CO",49407.0,14.067888909,0.8301994804,0.0667471554,0.158,0.291558413,0.0253782569
"Mesa,CO",49825.0,9.2921158417,0.8036231537999999,0.095351036,0.159,0.1267626752,0.0103252898
"Mineral,CO",52641.0,55.096418733,1.0,0.039626016,0.231,1.0,0.0025477707000000002
"Moffat,CO",54151.0,12.367627734000001,0.8034070315,0.08314667070000001,0.212,0.27357738309999996,0.0226679713
"Montezuma,CO",40679.0,10.317945582,0.7763070296,0.0743357164,0.223,0.6718229881000001,0.0060159607
"Montrose,CO",43285.0,10.257412201000001,0.7589882740999999,0.10191973730000001,0.14400000000000002,0.449898246,0.0324872307
"Morgan,CO",49129.0,12.341325810999999,0.7561348059,0.0443844525,0.135,0.3254732057,0.0806451613
"Otero,CO",36773.0,14.71951153,0.7078222081000001,0.1491027869,0.14300000000000002,0.3440603261,0.024717024700000003
"Ouray,CO",66813.0,19.185674696,0.6943192065,0.0172890861,0.359,1.0,0.0059694893
"Park,CO",68535.0,7.268322229,0.6026780205,0.13563437,0.6559999999999999,1.0,0.0013890642999999999
"Phillips,CO",49046.0,27.592550011,0.8282305268000001,0.0169376631,0.18899999999999997,1.0,0.028037383199999998
"Pitkin,CO",74576.0,21.926125822,0.9490319571,0.0171817002,0.205,0.4420340564,0.0089402789
"Prowers,CO",40164.0,16.730801405,0.42769500439999997,0.1263427006,0.107,0.3788542746,0.042035398200000004
"Pueblo,CO",44644.0,8.802440232,0.8110057020999999,0.1604045245,0.212,0.141535115,0.012641693999999998
"Rio Blanco,CO",58980.0,13.696545427,0.9221422142,0.023336726800000002,0.18600000000000003,1.0,0.0075151903
"Rio Grande,CO",41128.0,16.460192324,0.7799198798,0.053681933499999994,0.19899999999999998,0.6253546986999999,0.0351408386
"Routt,CO",71322.0,15.333609615,0.7289123314,0.053101406399999995,0.192,0.451784423,0.0241100677
"Saguache,CO",33973.0,12.797952328,0.4826457105,0.0955926455,0.284,1.0,0.0520250805
"San Juan,CO",44652.0,14.265335235,0.9971387697,0.411865262,0.141,1.0,0.0
"San Miguel,CO",67251.0,10.153572788,0.8211713548,0.0194809374,0.263,1.0,0.0060679612
"Sedgwick,CO",42518.0,12.505210504,0.6422866750999999,0.049324630700000004,0.299,1.0,0.006255585300000001
"Summit,CO",70265.0,8.2625508147,1.0,0.0655195179,0.128,0.19518468239999998,0.0359279292
"Teller,CO",63966.0,13.683985460999999,0.8120770878,0.017797098600000002,0.523,0.6260385439,0.0035009971
"Washington,CO",46304.0,18.503289474000002,0.4428749481,0.16336281460000002,0.348,1.0,0.0069884254000000005
"Weld,CO",63609.0,6.9431294578,0.7547908631999999,0.04898346519999999,0.387,0.2046000198,0.0376811257
"Yuma,CO",48963.0,16.755371575,0.7405157820999999,0.0679396467,0.18100000000000002,0.649108832,0.0631026355
"Fairfield,CT",89954.0,9.2927294149,0.9600808875,0.032083189399999996,0.341,0.045840609299999995,0.057962623600000006
"Hartford,CT",69341.0,10.258516857,0.9659848727,0.0401996679,0.289,0.054086401299999996,0.0415475231
"Litchfield,CT",76323.0,10.56627615,0.8338940751,0.0279778261,0.38799999999999996,0.4144855655,0.013660231399999999
"Middlesex,CT",80190.0,10.239968792,0.9261751853,0.0488169986,0.386,0.24540066149999998,0.0126000178
"New Haven,CT",66012.0,8.6332274541,0.9562736166,0.0454266413,0.326,0.0363998112,0.0333498515
"New London,CT",70258.0,9.563640510099999,0.9087154037999999,0.0714850868,0.27399999999999997,0.2580832315,0.019617262
"Tolland,CT",81369.0,7.3306036191,0.7645506284,0.0801168528,0.419,0.382078839,0.0071673996999999995
"Windham,CT",60869.0,9.2645809922,0.83886412,0.0462614536,0.392,0.4976103624,0.0264931046
"Kent,DE",53994.0,8.4710112774,0.6203376254999999,0.044611350599999995,0.35,0.26969379579999997,0.0115178221
"New Castle,DE",67246.0,10.255415524,0.9640933073000001,0.0475010291,0.335,0.046024078899999994,0.0232788003
"Sussex,DE",56618.0,10.713192531,0.7886936012000001,0.046440750499999996,0.35200000000000004,0.41303609020000004,0.025888670699999998
"District of Columbia,DC",74093.0,27.490672807,0.9996028073000001,0.0078589846,0.45799999999999996,0.0,0.024111342
"Alachua,FL",45294.0,10.116785401,0.8811737879000001,0.06427961530000001,0.225,0.21193437269999998,0.0112916064
"Baker,FL",51904.0,9.117432531,0.35013829979999994,0.1296059185,0.506,0.5949105661,0.0061682607999999995
"Bay,FL",48843.0,9.029096815,0.7550103049,0.10582808980000001,0.287,0.11999857859999999,0.011668102
"Bradford,FL",43058.0,11.883541295,0.7906732118,0.0224702193,0.508,0.7552945301999999,0.0044811321
"Brevard,FL",51214.0,7.6220585543,0.8128864726999999,0.1231283638,0.301,0.050743868,0.015098402700000001
"Broward,FL",54055.0,5.4681835559000005,0.9585908084,0.024764159100000002,0.44,0.00016933,0.0740224092
"Calhoun,FL",36708.0,9.6805421104,0.2703589744,0.0895726825,0.387,0.6751452991,0.013582833600000002
"Charlotte,FL",44935.0,6.642982988200001,0.8762017276999999,0.14130415470000002,0.306,0.088843466,0.015174303500000002
"Citrus,FL",40009.0,8.6489245559,0.7883471636,0.1288570751,0.33,0.3451881956,0.0077934766
"Clay,FL",57476.0,6.8638554276,0.8388546879000001,0.0687567372,0.564,0.1496869515,0.0162798936
"Collier,FL",62397.0,7.6125439051,0.8774601891,0.09476426210000001,0.321,0.08485941779999999,0.0968122395
"Columbia,FL",41667.0,8.6322935565,0.761590973,0.0719137956,0.28300000000000003,0.6205742548,0.0048648902
"DeSoto,FL",34146.0,8.7427378871,0.4557110894,0.0578950633,0.28300000000000003,0.4624232689,0.1084620956
"Dixie,FL",34146.0,9.874714559,0.1935817805,0.0357562142,0.33299999999999996,0.7702472293000001,0.0022225127
"Duval,FL",51948.0,8.9922344772,0.8849875559,0.0863087392,0.316,0.02911498,0.023990569500000003
"Escambia,FL",45004.0,8.6815882805,0.6620276259000001,0.1199025068,0.21100000000000002,0.0830222533,0.0095694273
"Flagler,FL",50863.0,6.2623349021,0.8633380706,0.12729294060000002,0.369,0.1032122555,0.021817222400000003
"Franklin,FL",37479.0,11.903749680999999,0.8835397004000001,0.0101014977,0.23600000000000002,0.6804052299,0.0111011638
"Gadsden,FL",40865.0,9.992180033,0.5163293022,0.055838155599999995,0.517,0.6537972364,0.025123425499999998
"Gilchrist,FL",41721.0,5.8142915286,0.2118779149,0.0026943093,0.518,0.8391876734,0.009969657600000001
"Glades,FL",39607.0,6.5837600585,0.4471437442,0.3109607927,0.252,0.7063800062000001,0.0447252151
"Gulf,FL",38381.0,15.752000504000002,0.567042804,0.0667787969,0.3,0.7708504065999999,0.0070064115
"Hamilton,FL",34517.0,8.3945435467,0.47665382799999995,0.1081393348,0.27899999999999997,0.6348401919,0.0204215593
"Hardee,FL",37612.0,11.999127335999999,0.7627925426000001,0.2205647391,0.35100000000000003,0.4780931088,0.097714736
"Hendry,FL",39911.0,8.6914287175,0.5593510475,0.15003728130000002,0.365,0.37892181909999995,0.1555624419
"Hernando,FL",46225.0,6.5568625693,0.8189873711,0.1431196376,0.392,0.1937515193,0.015687063799999998
"Highlands,FL",36864.0,11.659346072,0.8085356225,0.1419067841,0.198,0.2106573806,0.049936809000000006
"Hillsborough,FL",54509.0,7.397798450800001,0.9184275308,0.0746272756,0.419,0.0351286094,0.0582109149
"Holmes,FL",41110.0,13.972262472,0.27555577859999997,0.0889251983,0.483,0.787725197,0.0046139814
"Indian River,FL",49813.0,9.9378714026,0.8276509114,0.1359607297,0.254,0.0496783261,0.0239038088
"Jackson,FL",37358.0,11.934401942000001,0.2806255779,0.024806461499999998,0.29100000000000004,0.7536284324,0.0137255325
"Jefferson,FL",43453.0,9.942475676399999,0.513108868,0.0719403179,0.583,1.0,0.007590415200000001
"Lafayette,FL",40653.0,17.315017892,0.1355129651,0.031587880299999996,0.36700000000000005,1.0,0.047361461699999996
"Lake,FL",50125.0,8.4695051784,0.8598225226999999,0.1079236923,0.441,0.19253868010000003,0.0184960321
"Lee,FL",52989.0,6.4246661595,0.8675774217000001,0.0965933056,0.42100000000000004,0.058202452,0.056119998600000005
"Leon,FL",51041.0,13.099429913,0.9681182778,0.0838412446,0.213,0.1230947377,0.0080323071
"Levy,FL",33092.0,8.786905001000001,0.3607999804,0.036382734300000004,0.506,0.9204921448000001,0.013350674199999999
"Liberty,FL",38900.0,8.4023526587,0.19521817100000002,0.086437271,0.446,1.0,0.0297004461
"Madison,FL",33721.0,14.124293785,0.4965147732,0.0956270095,0.406,0.8000936329999999,0.008608894
"Manatee,FL",51770.0,7.5405441851,0.9036684601999999,0.06370161769999999,0.35200000000000004,0.0579030025,0.031981969900000004
"Marion,FL",39629.0,7.2249704301,0.7926428774,0.104200214,0.325,0.3102825855,0.013396709
"Martin,FL",55917.0,9.7899323663,0.9696483003,0.0826370329,0.36200000000000004,0.0847674244,0.033457779
"Miami-Dade,FL",45886.0,4.7937018704000005,0.9515216699,0.0174698971,0.515,0.0040437664,0.2173790555
"Monroe,FL",63892.0,12.519036679000001,1.0,0.0827877288,0.188,0.0871391435,0.0491932417
"Nassau,FL",67967.0,11.473152822000001,0.6864309681999999,0.0742778437,0.496,0.4814632949,0.0043165271
"Okaloosa,FL",58009.0,9.211533040700001,0.7364479986,0.1015244652,0.314,0.12099191470000001,0.0173932574
"Okeechobee,FL",37689.0,8.614355570199999,0.7746024602,0.2877110371,0.25,0.36548654869999997,0.06328361440000001
"Orange,FL",51312.0,7.235317042,0.8718676808,0.0687936346,0.41200000000000003,0.0204213774,0.0625671193
"Osceola,FL",50716.0,4.660594519,0.6886763309999999,0.10177950029999999,0.561,0.0782105439,0.0966651699
"Palm Beach,FL",57607.0,6.416973985599999,0.9385289675,0.046543735,0.35,0.0104254568,0.06501947549999999
"Pasco,FL",46326.0,5.8846094367,0.8805415140999999,0.0825927581,0.491,0.0946638347,0.0207260826
"Pinellas,FL",49974.0,7.4118760574,0.9574629422,0.0393656892,0.33,0.0028400226,0.024717397599999996
"Polk,FL",46289.0,8.4449585597,0.7316901818000001,0.1281345277,0.34700000000000003,0.13510492529999998,0.044971410499999996
"Putnam,FL",37526.0,10.552184719,0.5742429132,0.133103225,0.42700000000000005,0.5616292829999999,0.0192945875
"St. Johns,FL",78544.0,6.5301800212,0.8818400434,0.06571373400000001,0.43799999999999994,0.2377354122,0.0065373667
"St. Lucie,FL",45509.0,5.1580403466,0.8217172026,0.1296677611,0.37799999999999995,0.033572243700000004,0.0425075681
"Santa Rosa,FL",62668.0,7.5431034483,0.7130182597,0.1146794649,0.447,0.20989350739999998,0.006576264599999999
"Sarasota,FL",55088.0,9.000145481799999,0.906161055,0.0694650872,0.303,0.043204865999999995,0.0201191648
"Seminole,FL",61253.0,6.5903140196,0.8672188078,0.071562642,0.41600000000000004,0.0315766066,0.0246580175
"Sumter,FL",56568.0,5.2989713267,0.8222864483,0.0428402586,0.33299999999999996,0.34964675659999994,0.0106604825
"Suwannee,FL",40572.0,10.968921389,0.4720704676,0.0916737751,0.37799999999999995,0.8316767345999999,0.0232411451
"Taylor,FL",40180.0,14.67123105,0.6350465219,0.1210733508,0.19,0.6928223305,0.0098730606
"Union,FL",43795.0,4.5949849022,0.2162214355,0.09541744390000001,0.348,0.6744769874,0.0051636313
"Volusia,FL",45356.0,7.7623110833,0.86498798,0.13267241130000001,0.33399999999999996,0.09943327140000001,0.0155122559
"Wakulla,FL",56158.0,9.513239257999999,0.8543345464000001,0.0025993412,0.618,0.6167793086,0.005487107
"Walton,FL",54686.0,9.7625496001,0.6353033083,0.0553287842,0.389,0.6312519303,0.0149571172
"Washington,FL",34787.0,11.342001863,0.3274019923,0.22140621170000002,0.484,0.8455173522,0.0072575797
"Appling,GA",37954.0,14.089086377000001,0.2595415661,0.0677304136,0.226,0.7144110551,0.0178122992
"Atkinson,GA",33318.0,5.953798523500001,0.41683582090000004,0.12267062990000001,0.28800000000000003,1.0,0.074505696
"Bacon,GA",36873.0,12.390477033,0.5900324441,0.0547635187,0.22899999999999998,0.6928622927,0.0194017012
"Baker,GA",35452.0,6.2893081761000005,0.0582439873,0.3054643714,0.374,1.0,0.011439466200000002
"Baldwin,GA",40683.0,8.5791592424,0.6843175853,0.09319845119999999,0.231,0.351399825,0.0057936362
"Banks,GA",43370.0,9.1916734253,0.5256319652,0.014446703799999999,0.47600000000000003,0.9382984507,0.024350929700000003
"Barrow,GA",54893.0,7.960727079700001,0.8021537619,0.0510555135,0.534,0.3006184497,0.0260607398
"Bartow,GA",52497.0,7.4941360818,0.7999940094,0.14105431699999998,0.425,0.35227692520000004,0.01994798
"Ben Hill,GA",32644.0,10.917657875,0.5366337757,0.133770359,0.17800000000000002,0.3400249518,0.0059394914
"Berrien,GA",39174.0,5.8007699204,0.4191641605,0.099191604,0.32899999999999996,0.761433164,0.0107158887
"Bibb,GA",38115.0,14.11648376,0.8168334973,0.1086635967,0.221,0.1441043543,0.0079777016
"Bleckley,GA",41447.0,15.519072122999999,0.8001990354,0.030866772,0.48100000000000004,0.5158845594,0.00313118
"Brantley,GA",37675.0,6.5023028989,0.2408342839,0.023657703399999997,0.514,0.9944598337999999,0.0021470435
"Brooks,GA",33676.0,10.218418699999999,0.1701040448,0.036598132900000004,0.35200000000000004,0.7103983254,0.0143186754
"Bryan,GA",77244.0,9.1072089251,0.8777494790000001,0.06287951530000001,0.58,0.5234346575,0.0108451639
"Bulloch,GA",42083.0,7.019862080399999,0.43275844880000003,0.028553609599999998,0.265,0.4828317929,0.006919213100000001
"Burke,GA",37410.0,9.6724554847,0.5857780065,0.048235495,0.456,0.749957111,0.007447911800000001
"Butts,GA",46141.0,10.172508795,0.6795180723,0.026271561800000003,0.48100000000000004,0.7794123864,0.0063829787
"Calhoun,GA",33478.0,12.347584504,0.0028383627000000003,0.0569390151,0.335,1.0,0.0053174347
"Camden,GA",53130.0,10.748147864000002,0.548195514,0.1364400107,0.295,0.3144339081,0.0063841291
"Candler,GA",32970.0,9.186110600800001,0.6483906165,0.0230297806,0.375,0.6696672122,0.013817760200000001
"Carroll,GA",50598.0,10.825439783,0.5757054837,0.107549302,0.369,0.4182507442,0.0136387151
"Catoosa,GA",53740.0,9.0840272521,0.7313502862000001,0.1114287477,0.316,0.2810202996,0.0058210784
"Charlton,GA",38948.0,5.399151561900001,0.7333004683,0.08498218380000001,0.44799999999999995,0.5102292334,0.032967033
"Chatham,GA",52746.0,11.395475265,0.8551454392,0.0746354194,0.23800000000000002,0.0450499381,0.0157973152
"Chattahoochee,GA",44097.0,1.7593244194,0.9308600337,0.36803789909999995,0.154,0.2951983669,0.017726895
"Chattooga,GA",37345.0,12.037557178,0.2556986354,0.031241895,0.35600000000000004,0.5755910052000001,0.0144334248
"Cherokee,GA",78668.0,7.3760067825,0.9273277784999999,0.071041628,0.5579999999999999,0.17102721769999998,0.0278728221
"Clarke,GA",36692.0,9.8456969462,0.8725431396,0.2098424714,0.183,0.0585962267,0.033958069199999996
"Clay,GA",27648.0,12.734797835,0.2931196984,0.5660149283,0.529,1.0,0.0
"Clayton,GA",44598.0,4.2707743973,0.7048962317,0.17676086289999998,0.47100000000000003,0.008877359100000001,0.057411638099999995
"Clinch,GA",34777.0,15.958218483,0.051338629000000004,0.0450044483,0.184,0.604295381,0.0127852403
"Cobb,GA",70950.0,7.3381228974,0.9071675014,0.10227193650000001,0.514,0.0024619302,0.0412269629
"Coffee,GA",38704.0,10.438897652,0.6434743602,0.07567247860000001,0.207,0.6658324677,0.0199626168
"Colquitt,GA",34931.0,9.8158973912,0.6666007297,0.0881898031,0.228,0.5894984395,0.0805504673
"Columbia,GA",74908.0,6.9419376336,0.848403505,0.028405410099999997,0.32299999999999995,0.16227741369999998,0.016783366299999998
"Cook,GA",35518.0,9.3436113058,0.5977225192,0.059734450300000005,0.3,0.5941203811,0.010406871
"Coweta,GA",71114.0,7.6574656677999995,0.642113779,0.0697066237,0.465,0.3293275839,0.018315220400000002
"Crawford,GA",44014.0,6.4578624475,0.0711005542,0.0026228436,0.523,1.0,0.0002540005
"Crisp,GA",34211.0,10.489052052,0.6246000256,0.0580873268,0.159,0.4702845685,0.0099410043
"Dade,GA",36213.0,9.2228234137,0.6524980461,0.0228825758,0.496,0.7212769795,0.0031434437
"Dawson,GA",61229.0,12.868908717,0.971518137,0.0022784372,0.5720000000000001,0.8030900134000001,0.0055675701000000005
"Decatur,GA",36136.0,12.511959962,0.6225486675,0.0689676588,0.289,0.5647582789,0.0046826427000000006
"DeKalb,GA",56053.0,7.3074049731,0.932772842,0.0919922092,0.488,0.0026304645,0.051488458200000004
"Dodge,GA",35779.0,9.5776266641,0.5668012479,0.014801630500000001,0.32899999999999996,0.7222884933,0.009620227700000001
"Dooly,GA",40591.0,8.550053437799999,0.2578763909,0.0100468255,0.273,0.5366671136,0.015564779099999999
"Dougherty,GA",35750.0,12.043971445,0.6433987205,0.22627831620000002,0.13,0.1395971025,0.0052269890000000005
"Douglas,GA",59665.0,5.4002970163,0.7787134733,0.13877822480000002,0.527,0.1575719583,0.0192789726
"Early,GA",26934.0,17.966903073,0.5862100291,0.054205504800000005,0.303,0.6595203488,0.0
"Echols,GA",35892.0,2.4752475248,0.0017352504000000002,0.0255252306,0.35600000000000004,1.0,0.1067255258
"Effingham,GA",63776.0,8.0551956012,0.5777799043,0.0464580859,0.562,0.6705263158,0.0052397221
"Elbert,GA",37131.0,13.426977897,0.6182683725,0.143224199,0.218,0.7061886343000001,0.0163141994
"Emanuel,GA",32495.0,7.9267218601,0.5881936455,0.14292760699999998,0.369,0.6688202496,0.0171126028
"Evans,GA",34689.0,14.832668952999999,0.2817272727,0.026744260699999998,0.33899999999999997,0.6128181818,0.0304159533
"Fannin,GA",41487.0,16.870345225,0.8465078963,0.0049281685999999995,0.27399999999999997,1.0,0.0110190447
"Fayette,GA",83145.0,14.090358943,0.8776075145000001,0.0650853148,0.495,0.1817823529,0.012844859699999999
"Floyd,GA",46634.0,10.880378015,0.7454135822,0.09077008380000001,0.247,0.36822160159999995,0.0294058945
"Forsyth,GA",101804.0,5.884069705,0.8517699745,0.0378590549,0.502,0.0992188524,0.028347786
